source,target
babel-preset-current-node-syntax,@babel/plugin-syntax-top-level-await
jest-circus,@jest/environment
jest-circus,@jest/expect
jest-circus,@jest/test-result
jest-circus,@jest/types
jest-circus,@types/node
jest-circus,chalk
jest-circus,co
jest-circus,dedent
jest-circus,is-generator-fn
jest-circus,jest-each
jest-circus,jest-matcher-utils
jest-circus,jest-message-util
jest-circus,jest-runtime
jest-circus,jest-snapshot
jest-circus,jest-util
jest-circus,p-limit
jest-circus,pretty-format
jest-circus,pure-rand
jest-circus,slash
jest-circus,stack-utils
@babel/plugin-transform-parameters,@babel/helper-plugin-utils
@babel/plugin-transform-destructuring,@babel/traverse
@babel/plugin-transform-destructuring,@babel/helper-plugin-utils
object.entries,call-bind
object.entries,call-bound
object.entries,define-properties
object.entries,es-object-atoms
validate-npm-package-license,spdx-correct
validate-npm-package-license,spdx-expression-parse
@types/body-parser,@types/node
@types/body-parser,@types/connect
@eslint/core,@types/json-schema
jws,jwa
jws,safe-buffer
file-type,@tokenizer/inflate
file-type,strtok3
file-type,token-types
file-type,uint8array-extras
@smithy/signature-v4,@smithy/is-array-buffer
@smithy/signature-v4,@smithy/protocol-http
@smithy/signature-v4,@smithy/types
@smithy/signature-v4,@smithy/util-hex-encoding
@smithy/signature-v4,@smithy/util-middleware
@smithy/signature-v4,@smithy/util-uri-escape
@smithy/signature-v4,@smithy/util-utf8
@smithy/signature-v4,tslib
@babel/highlight,@babel/helper-validator-identifier
@babel/highlight,chalk
@babel/highlight,js-tokens
@babel/highlight,picocolors
@babel/plugin-transform-arrow-functions,@babel/helper-plugin-utils
@types/json5,json5
redent,indent-string
redent,strip-indent
@babel/plugin-transform-for-of,@babel/helper-plugin-utils
@babel/plugin-transform-for-of,@babel/helper-skip-transparent-expression-wrappers
@babel/plugin-transform-shorthand-properties,@babel/helper-plugin-utils
@babel/plugin-transform-spread,@babel/helper-plugin-utils
@babel/plugin-transform-spread,@babel/helper-skip-transparent-expression-wrappers
@smithy/core,@smithy/middleware-serde
@smithy/core,@smithy/protocol-http
@smithy/core,@smithy/types
@smithy/core,@smithy/util-base64
@smithy/core,@smithy/util-body-length-browser
@smithy/core,@smithy/util-middleware
@smithy/core,@smithy/util-stream
@smithy/core,@smithy/util-utf8
@smithy/core,@smithy/uuid
@smithy/core,tslib
@babel/plugin-transform-computed-properties,@babel/template
@babel/plugin-transform-computed-properties,@babel/helper-plugin-utils
@types/jest,expect
@types/jest,pretty-format
@babel/plugin-transform-function-name,@babel/traverse
@babel/plugin-transform-function-name,@babel/helper-plugin-utils
@babel/plugin-transform-function-name,@babel/helper-compilation-targets
@babel/plugin-transform-literals,@babel/helper-plugin-utils
@smithy/util-defaults-mode-node,@smithy/config-resolver
@smithy/util-defaults-mode-node,@smithy/credential-provider-imds
@smithy/util-defaults-mode-node,@smithy/node-config-provider
@smithy/util-defaults-mode-node,@smithy/property-provider
@smithy/util-defaults-mode-node,@smithy/smithy-client
@smithy/util-defaults-mode-node,@smithy/types
@smithy/util-defaults-mode-node,tslib
@babel/plugin-transform-template-literals,@babel/helper-plugin-utils
cli-truncate,slice-ansi
cli-truncate,string-width
autoprefixer,picocolors
autoprefixer,fraction.js
autoprefixer,browserslist
autoprefixer,caniuse-lite
autoprefixer,normalize-range
autoprefixer,postcss-value-parser
@webassemblyjs/ast,@webassemblyjs/helper-numbers
@webassemblyjs/ast,@webassemblyjs/helper-wasm-bytecode
@smithy/config-resolver,@smithy/node-config-provider
@smithy/config-resolver,@smithy/types
@smithy/config-resolver,@smithy/util-config-provider
@smithy/config-resolver,@smithy/util-middleware
@smithy/config-resolver,tslib
color-string,color-name
@types/send,@types/node
@smithy/middleware-retry,@smithy/node-config-provider
@smithy/middleware-retry,@smithy/protocol-http
@smithy/middleware-retry,@smithy/service-error-classification
@smithy/middleware-retry,@smithy/smithy-client
@smithy/middleware-retry,@smithy/types
@smithy/middleware-retry,@smithy/util-middleware
@smithy/middleware-retry,@smithy/util-retry
@smithy/middleware-retry,@smithy/uuid
@smithy/middleware-retry,tslib
@smithy/credential-provider-imds,@smithy/node-config-provider
@smithy/credential-provider-imds,@smithy/property-provider
@smithy/credential-provider-imds,@smithy/types
@smithy/credential-provider-imds,@smithy/url-parser
@smithy/credential-provider-imds,tslib
@babel/helper-create-regexp-features-plugin,semver
@babel/helper-create-regexp-features-plugin,regexpu-core
@babel/helper-create-regexp-features-plugin,@babel/helper-annotate-as-pure
decompress-response,mimic-response
@babel/plugin-transform-regenerator,@babel/helper-plugin-utils
@webassemblyjs/wast-printer,@webassemblyjs/ast
@webassemblyjs/wast-printer,@xtuc/long
tar-fs,pump
tar-fs,tar-stream
@babel/plugin-transform-block-scoped-functions,@babel/helper-plugin-utils
@babel/helper-wrap-function,@babel/types
@babel/helper-wrap-function,@babel/template
@babel/helper-wrap-function,@babel/traverse
@babel/plugin-transform-async-to-generator,@babel/helper-plugin-utils
@babel/plugin-transform-async-to-generator,@babel/helper-module-imports
@babel/plugin-transform-async-to-generator,@babel/helper-remap-async-to-generator
@babel/plugin-transform-object-super,@babel/helper-plugin-utils
@babel/plugin-transform-object-super,@babel/helper-replace-supers
protobufjs,@protobufjs/aspromise
protobufjs,@protobufjs/base64
protobufjs,@protobufjs/codegen
protobufjs,@protobufjs/eventemitter
protobufjs,@protobufjs/fetch
protobufjs,@protobufjs/float
protobufjs,@protobufjs/inquire
protobufjs,@protobufjs/path
protobufjs,@protobufjs/pool
protobufjs,@protobufjs/utf8
protobufjs,@types/node
protobufjs,long
@smithy/util-defaults-mode-browser,@smithy/property-provider
@smithy/util-defaults-mode-browser,@smithy/smithy-client
@smithy/util-defaults-mode-browser,@smithy/types
@smithy/util-defaults-mode-browser,tslib
@webassemblyjs/wasm-parser,@webassemblyjs/ast
@webassemblyjs/wasm-parser,@webassemblyjs/helper-api-error
@webassemblyjs/wasm-parser,@webassemblyjs/helper-wasm-bytecode
@webassemblyjs/wasm-parser,@webassemblyjs/ieee754
@webassemblyjs/wasm-parser,@webassemblyjs/leb128
@webassemblyjs/wasm-parser,@webassemblyjs/utf8
@webassemblyjs/wasm-gen,@webassemblyjs/ast
@webassemblyjs/wasm-gen,@webassemblyjs/helper-wasm-bytecode
@webassemblyjs/wasm-gen,@webassemblyjs/ieee754
@webassemblyjs/wasm-gen,@webassemblyjs/leb128
@webassemblyjs/wasm-gen,@webassemblyjs/utf8
@smithy/hash-node,@smithy/types
@smithy/hash-node,@smithy/util-buffer-from
@smithy/hash-node,@smithy/util-utf8
@smithy/hash-node,tslib
@webassemblyjs/wasm-edit,@webassemblyjs/ast
@webassemblyjs/wasm-edit,@webassemblyjs/helper-buffer
@webassemblyjs/wasm-edit,@webassemblyjs/helper-wasm-bytecode
@webassemblyjs/wasm-edit,@webassemblyjs/helper-wasm-section
@webassemblyjs/wasm-edit,@webassemblyjs/wasm-gen
@webassemblyjs/wasm-edit,@webassemblyjs/wasm-opt
@webassemblyjs/wasm-edit,@webassemblyjs/wasm-parser
@webassemblyjs/wasm-edit,@webassemblyjs/wast-printer
@webassemblyjs/wasm-opt,@webassemblyjs/ast
@webassemblyjs/wasm-opt,@webassemblyjs/helper-buffer
@webassemblyjs/wasm-opt,@webassemblyjs/wasm-gen
@webassemblyjs/wasm-opt,@webassemblyjs/wasm-parser
@webassemblyjs/helper-wasm-section,@webassemblyjs/ast
@webassemblyjs/helper-wasm-section,@webassemblyjs/helper-buffer
@webassemblyjs/helper-wasm-section,@webassemblyjs/helper-wasm-bytecode
@webassemblyjs/helper-wasm-section,@webassemblyjs/wasm-gen
regenerate-unicode-properties,regenerate
@babel/plugin-transform-property-literals,@babel/helper-plugin-utils
@babel/plugin-transform-member-expression-literals,@babel/helper-plugin-utils
@webassemblyjs/leb128,@xtuc/long
@smithy/invalid-dependency,@smithy/types
@smithy/invalid-dependency,tslib
@webassemblyjs/ieee754,@xtuc/ieee754
@smithy/middleware-content-length,@smithy/protocol-http
@smithy/middleware-content-length,@smithy/types
@smithy/middleware-content-length,tslib
eslint-plugin-react,array-includes
eslint-plugin-react,array.prototype.findlast
eslint-plugin-react,array.prototype.flatmap
eslint-plugin-react,array.prototype.tosorted
eslint-plugin-react,doctrine
eslint-plugin-react,es-iterator-helpers
eslint-plugin-react,estraverse
eslint-plugin-react,hasown
eslint-plugin-react,jsx-ast-utils
eslint-plugin-react,minimatch
eslint-plugin-react,object.entries
eslint-plugin-react,object.fromentries
eslint-plugin-react,object.values
eslint-plugin-react,prop-types
eslint-plugin-react,resolve
eslint-plugin-react,semver
eslint-plugin-react,string.prototype.matchall
eslint-plugin-react,string.prototype.repeat
@octokit/types,@octokit/openapi-types
babel-plugin-polyfill-regenerator,@babel/helper-define-polyfill-provider
@smithy/util-body-length-browser,tslib
is-arguments,call-bound
is-arguments,has-tostringtag
@babel/helper-remap-async-to-generator,@babel/traverse
@babel/helper-remap-async-to-generator,@babel/helper-wrap-function
@babel/helper-remap-async-to-generator,@babel/helper-annotate-as-pure
@babel/plugin-transform-unicode-regex,@babel/helper-plugin-utils
@babel/plugin-transform-unicode-regex,@babel/helper-create-regexp-features-plugin
@babel/plugin-proposal-private-property-in-object,@babel/helper-annotate-as-pure
@babel/plugin-proposal-private-property-in-object,@babel/helper-create-class-features-plugin
@babel/plugin-proposal-private-property-in-object,@babel/helper-plugin-utils
@babel/plugin-proposal-private-property-in-object,@babel/plugin-syntax-private-property-in-object
@babel/plugin-transform-sticky-regex,@babel/helper-plugin-utils
abort-controller,event-target-shim
@types/ws,@types/node
@babel/plugin-transform-named-capturing-groups-regex,@babel/helper-plugin-utils
@babel/plugin-transform-named-capturing-groups-regex,@babel/helper-create-regexp-features-plugin
babel-plugin-polyfill-corejs2,@babel/compat-data
babel-plugin-polyfill-corejs2,@babel/helper-define-polyfill-provider
babel-plugin-polyfill-corejs2,semver
safe-push-apply,es-errors
safe-push-apply,isarray
stop-iteration-iterator,es-errors
stop-iteration-iterator,internal-slot
unique-slug,imurmurhash
ecdsa-sig-formatter,safe-buffer
unique-filename,unique-slug
@aws-crypto/util,tslib
@aws-crypto/util,@aws-sdk/types
@aws-crypto/util,@smithy/util-utf8
@types/eslint,@types/estree
@types/eslint,@types/json-schema
@smithy/util-config-provider,tslib
@cspotcode/source-map-support,@jridgewell/trace-mapping
@smithy/util-endpoints,@smithy/node-config-provider
@smithy/util-endpoints,@smithy/types
@smithy/util-endpoints,tslib
string.prototype.matchall,call-bind
string.prototype.matchall,call-bound
string.prototype.matchall,define-properties
string.prototype.matchall,es-abstract
string.prototype.matchall,es-errors
string.prototype.matchall,es-object-atoms
string.prototype.matchall,get-intrinsic
string.prototype.matchall,gopd
string.prototype.matchall,has-symbols
string.prototype.matchall,internal-slot
string.prototype.matchall,regexp.prototype.flags
string.prototype.matchall,set-function-name
string.prototype.matchall,side-channel
@babel/plugin-syntax-private-property-in-object,@babel/helper-plugin-utils
@opentelemetry/api-logs,@opentelemetry/api
@babel/plugin-transform-dotall-regex,@babel/helper-plugin-utils
@babel/plugin-transform-dotall-regex,@babel/helper-create-regexp-features-plugin
jsx-ast-utils,array-includes
jsx-ast-utils,array.prototype.flat
jsx-ast-utils,object.assign
jsx-ast-utils,object.values
@babel/plugin-transform-modules-systemjs,@babel/traverse
@babel/plugin-transform-modules-systemjs,@babel/helper-plugin-utils
@babel/plugin-transform-modules-systemjs,@babel/helper-module-transforms
@babel/plugin-transform-modules-systemjs,@babel/helper-validator-identifier
@babel/plugin-transform-exponentiation-operator,@babel/helper-plugin-utils
@babel/plugin-transform-duplicate-keys,@babel/helper-plugin-utils
@babel/plugin-transform-new-target,@babel/helper-plugin-utils
get-tsconfig,resolve-pkg-maps
dot-prop,type-fest
@babel/plugin-transform-reserved-words,@babel/helper-plugin-utils
@opentelemetry/resources,@opentelemetry/core
@opentelemetry/resources,@opentelemetry/semantic-conventions
url-parse,querystringify
url-parse,requires-port
@aws-crypto/sha256-js,tslib
@aws-crypto/sha256-js,@aws-sdk/types
@aws-crypto/sha256-js,@aws-crypto/util
@rollup/pluginutils,@types/estree
@rollup/pluginutils,estree-walker
@rollup/pluginutils,picomatch
concat-stream,buffer-from
concat-stream,inherits
concat-stream,readable-stream
concat-stream,typedarray
@opentelemetry/instrumentation,@opentelemetry/api-logs
@opentelemetry/instrumentation,import-in-the-middle
@opentelemetry/instrumentation,require-in-the-middle
set-proto,dunder-proto
set-proto,es-errors
set-proto,es-object-atoms
tunnel-agent,safe-buffer
@smithy/util-body-length-node,tslib
@types/connect,@types/node
@babel/plugin-transform-unicode-escapes,@babel/helper-plugin-utils
wcwidth,defaults
@jest/expect,expect
@jest/expect,jest-snapshot
simple-swizzle,is-arrayish
@babel/plugin-syntax-import-assertions,@babel/helper-plugin-utils
own-keys,get-intrinsic
own-keys,object-keys
own-keys,safe-push-apply
log-update,wrap-ansi
log-update,cli-cursor
log-update,slice-ansi
log-update,strip-ansi
log-update,ansi-escapes
gaxios,extend
gaxios,https-proxy-agent
gaxios,node-fetch
@swc/helpers,tslib
@floating-ui/dom,@floating-ui/core
@floating-ui/dom,@floating-ui/utils
@vitest/utils,loupe
@vitest/utils,tinyrainbow
@vitest/utils,@vitest/pretty-format
react-dom,scheduler
make-fetch-happen,@npmcli/agent
make-fetch-happen,cacache
make-fetch-happen,http-cache-semantics
make-fetch-happen,minipass
make-fetch-happen,minipass-fetch
make-fetch-happen,minipass-flush
make-fetch-happen,minipass-pipeline
make-fetch-happen,negotiator
make-fetch-happen,proc-log
make-fetch-happen,promise-retry
make-fetch-happen,ssri
got,@sindresorhus/is
got,@szmarczak/http-timer
got,cacheable-lookup
got,cacheable-request
got,decompress-response
got,form-data-encoder
got,http2-wrapper
got,keyv
got,lowercase-keys
got,p-cancelable
got,responselike
got,type-fest
@eslint/plugin-kit,@eslint/core
@eslint/plugin-kit,levn
@babel/plugin-syntax-class-static-block,@babel/helper-plugin-utils
@babel/plugin-bugfix-v8-spread-parameters-in-optional-chaining,@babel/helper-plugin-utils
@babel/plugin-bugfix-v8-spread-parameters-in-optional-chaining,@babel/plugin-transform-optional-chaining
@babel/plugin-bugfix-v8-spread-parameters-in-optional-chaining,@babel/helper-skip-transparent-expression-wrappers
@types/graceful-fs,@types/node
xml2js,sax
xml2js,xmlbuilder
@typescript-eslint/project-service,@typescript-eslint/tsconfig-utils
@typescript-eslint/project-service,@typescript-eslint/types
@typescript-eslint/project-service,debug
@babel/plugin-transform-typeof-symbol,@babel/helper-plugin-utils
@types/parse-json,parse-json
@babel/plugin-bugfix-safari-id-destructuring-collision-in-function-expression,@babel/helper-plugin-utils
@testing-library/dom,@babel/code-frame
@testing-library/dom,@babel/runtime
@testing-library/dom,@types/aria-query
@testing-library/dom,aria-query
@testing-library/dom,dom-accessibility-api
@testing-library/dom,lz-string
@testing-library/dom,picocolors
@testing-library/dom,pretty-format
jsonwebtoken,ms
jsonwebtoken,jws
jsonwebtoken,semver
jsonwebtoken,lodash.once
jsonwebtoken,lodash.includes
jsonwebtoken,lodash.isnumber
jsonwebtoken,lodash.isstring
jsonwebtoken,lodash.isboolean
jsonwebtoken,lodash.isinteger
jsonwebtoken,lodash.isplainobject
@floating-ui/core,@floating-ui/utils
object.groupby,call-bind
object.groupby,define-properties
object.groupby,es-abstract
@npmcli/fs,semver
array.prototype.findlastindex,call-bind
array.prototype.findlastindex,call-bound
array.prototype.findlastindex,define-properties
array.prototype.findlastindex,es-abstract
array.prototype.findlastindex,es-errors
array.prototype.findlastindex,es-object-atoms
array.prototype.findlastindex,es-shim-unscopables
@babel/plugin-transform-optional-chaining,@babel/helper-plugin-utils
@babel/plugin-transform-optional-chaining,@babel/helper-skip-transparent-expression-wrappers
listr2,cli-truncate
listr2,colorette
listr2,eventemitter3
listr2,log-update
listr2,rfdc
listr2,wrap-ansi
yauzl,buffer-crc32
yauzl,pend
unicode-match-property-ecmascript,unicode-canonical-property-names-ecmascript
unicode-match-property-ecmascript,unicode-property-aliases-ecmascript
@radix-ui/react-primitive,@radix-ui/react-slot
@webassemblyjs/helper-numbers,@webassemblyjs/floating-point-hex-parser
@webassemblyjs/helper-numbers,@webassemblyjs/helper-api-error
@webassemblyjs/helper-numbers,@xtuc/long
is-accessor-descriptor,gopd
is-accessor-descriptor,hasown
@babel/plugin-transform-private-methods,@babel/helper-plugin-utils
@babel/plugin-transform-private-methods,@babel/helper-create-class-features-plugin
@babel/preset-modules,esutils
@babel/preset-modules,@babel/types
@babel/preset-modules,@babel/helper-plugin-utils
@babel/preset-modules,@babel/plugin-transform-dotall-regex
@babel/preset-modules,@babel/plugin-proposal-unicode-property-regex
