package,in_degree,out_degree,betweenness,is_topN
@react-native-community/slider,0,0,0.000000,True
@react-native-cookies/cookies,0,1,0.000000,True
@react-native-firebase/messaging,0,0,0.000000,True
@react-native-firebase/perf,0,0,0.000000,True
@react-native-google-signin/google-signin,0,0,0.000000,True
@react-native-macos/virtualized-lists,1,0,0.000000,False
@react-native-masked-view/masked-view,0,0,0.000000,True
@react-native-menu/menu,0,0,0.000000,True
@react-native-picker/picker,0,0,0.000000,True
@react-native-segmented-control/segmented-control,0,0,0.000000,True
@react-native-windows/cli,1,0,0.000000,False
@react-native/assets,1,0,0.000000,False
@react-native/assets-registry,3,0,0.000000,True
@react-native/babel-plugin-codegen,1,2,0.000000,True
@react-native/babel-preset,1,45,0.000000,True
@react-native/codegen,4,7,0.000007,True
@react-native/community-cli-plugin,3,7,0.000033,True
@react-native/debugger-frontend,1,0,0.000000,True
@react-native/debugger-shell,1,2,0.000004,True
@react-native/dev-middleware,1,12,0.000022,True
@react-native/eslint-config,0,12,0.000000,True
@react-native/eslint-plugin,1,0,0.000000,True
@react-native/gradle-plugin,3,0,0.000000,True
@react-native/js-polyfills,4,0,0.000000,True
@react-native/metro-babel-transformer,1,4,0.000000,True
@react-native/metro-config,0,4,0.000000,True
@react-native/new-app-screen,1,0,0.000000,True
@react-native/normalize-colors,5,0,0.000000,True
@react-native/typescript-config,0,0,0.000000,True
@react-native/virtualized-lists,3,2,0.000000,True
@react-navigation/core,1,0,0.000000,False
@react-navigation/devtools,0,3,0.000000,True
@react-navigation/drawer,0,4,0.000000,True
@react-navigation/elements,2,3,0.000000,True
@react-navigation/native,0,5,0.000000,True
@react-navigation/native-stack,0,4,0.000000,True
@react-oauth/google,0,0,0.000000,True
@react-pdf/fns,0,0,0.000000,True
@react-pdf/font,1,4,0.000000,True
@react-pdf/image,0,2,0.000000,True
@react-pdf/pdfkit,1,0,0.000000,False
@react-pdf/png-js,1,0,0.000000,False
@react-pdf/primitives,1,0,0.000000,False
@react-pdf/stylesheet,1,0,0.000000,False
@react-pdf/types,1,3,0.000000,True
@react-router/dev,0,28,0.000000,True
@react-router/express,1,1,0.000000,True
@react-router/node,3,1,0.000000,True
@react-router/serve,0,8,0.000000,True
@react-sigma/core,0,0,0.000000,True
@react-spectrum/utils,0,6,0.000000,True
@react-spring/animated,5,2,0.000000,True
@react-spring/core,4,3,0.000000,True
@react-spring/native,0,4,0.000000,True
@react-spring/rafz,0,0,0.000000,True
@react-spring/shared,6,0,0.000000,False
@react-spring/three,0,4,0.000000,True
@react-spring/types,6,0,0.000000,False
@react-spring/web,0,4,0.000000,True
@react-spring/zdog,0,4,0.000000,True
@react-stately/autocomplete,2,2,0.000000,True
@react-stately/calendar,2,5,0.000000,True
@react-stately/checkbox,2,5,0.000000,True
@react-stately/collections,14,2,0.000000,True
@react-stately/color,2,9,0.000000,True
@react-stately/combobox,3,8,0.000000,True
@react-stately/data,1,2,0.000000,True
@react-stately/datepicker,2,8,0.000000,True
@react-stately/disclosure,2,3,0.000000,True
@react-stately/dnd,2,3,0.000000,True
@react-stately/flags,4,1,0.000000,True
@react-stately/form,15,2,0.000001,True
@react-stately/grid,2,5,0.000000,True
@react-stately/layout,1,7,0.000000,True
@react-stately/list,7,5,0.000000,True
@react-stately/menu,2,4,0.000000,True
@react-stately/numberfield,3,5,0.000000,True
@react-stately/overlays,7,3,0.000004,True
@react-stately/radio,2,5,0.000000,True
@react-stately/searchfield,2,3,0.000000,True
@react-stately/select,2,7,0.000000,True
@react-stately/selection,10,4,0.000000,True
@react-stately/slider,3,4,0.000000,True
@react-stately/table,4,9,0.000000,True
@react-stately/tabs,2,4,0.000000,True
@react-stately/toast,2,2,0.000000,True
@react-stately/toggle,5,4,0.000006,True
@react-stately/tooltip,2,3,0.000000,True
@react-stately/tree,5,5,0.000004,True
@react-stately/utils,21,1,0.000000,True
@react-stately/virtualizer,3,2,0.000000,True
@react-three/drei,0,21,0.000000,True
@react-three/fiber,0,12,0.000000,True
@react-three/postprocessing,0,3,0.000000,True
@react-types/accordion,1,1,0.000000,True
@react-types/autocomplete,1,3,0.000000,True
@react-types/breadcrumbs,1,2,0.000000,True
@react-types/button,16,1,0.000000,True
@react-types/calendar,4,2,0.000000,True
@react-types/checkbox,7,1,0.000000,True
@react-types/color,2,2,0.000000,True
@react-types/combobox,3,1,0.000000,True
@react-types/datepicker,2,4,0.000000,True
@react-types/dialog,2,2,0.000000,True
@react-types/form,1,1,0.000000,True
@react-types/grid,7,1,0.000000,True
@react-types/label,0,1,0.000000,True
@react-types/link,2,1,0.000000,True
@react-types/listbox,1,1,0.000000,True
@react-types/menu,2,2,0.000000,True
@react-types/meter,1,1,0.000000,True
@react-types/numberfield,2,1,0.000001,True
@react-types/overlays,6,1,0.000000,True
@react-types/progress,2,1,0.000000,True
@react-types/radio,2,1,0.000000,True
@react-types/searchfield,3,2,0.000000,True
@react-types/select,2,1,0.000000,True
@react-types/shared,101,0,0.000000,True
@react-types/slider,2,1,0.000000,True
@react-types/switch,1,1,0.000000,True
@react-types/table,4,2,0.000000,True
@react-types/tabs,2,1,0.000000,True
@react-types/textfield,2,1,0.000000,True
@react-types/tooltip,2,2,0.000003,True
@recurly/react-recurly,0,3,0.000000,True
@reduxjs/toolkit,1,0,0.000000,False
@remix-run/node-fetch-server,1,0,0.000000,False
@remix-run/react,0,5,0.000000,True
@remix-run/router,2,0,0.000000,False
@remix-run/server-runtime,1,0,0.000000,False
@restart/hooks,2,0,0.000000,False
@restart/ui,2,0,0.000000,False
@rexxars/react-json-inspector,0,2,0.000000,True
@rexxars/react-split-pane,0,0,0.000000,True
@rgrove/parse-xml,1,0,0.000000,False
@rolldown/pluginutils,1,0,0.000000,False
@rollup/plugin-babel,1,0,0.000000,False
@rollup/pluginutils,3,0,0.000000,False
@rsbuild/plugin-react,0,2,0.000000,True
@rspack/plugin-react-refresh,1,2,0.000004,True
@rushstack/eslint-patch,1,0,0.000000,False
@semantic-ui-react/event-stack,1,0,0.000000,False
@sentry/babel-plugin-component-annotate,1,0,0.000000,False
@sentry/browser,1,0,0.000000,False
@sentry/cli,1,0,0.000000,False
@sentry/core,1,0,0.000000,False
@sentry/react,1,0,0.000000,False
@sentry/react-native,0,6,0.000000,True
@sentry/types,1,0,0.000000,False
@shopify/react-native-skia,0,2,0.000000,True
@splidejs/react-splide,0,1,0.000000,True
@splidejs/splide,1,0,0.000000,False
@standard-schema/spec,1,0,0.000000,False
@storybook/addon-react-native-web,0,0,0.000000,True
@storybook/builder-vite,1,0,0.000000,False
@storybook/builder-webpack5,1,0,0.000000,False
@storybook/core-webpack,1,0,0.000000,False
@storybook/global,1,0,0.000000,False
@storybook/preset-create-react-app,0,5,0.000000,True
@storybook/preset-react-webpack,1,9,0.000000,True
@storybook/react,4,2,0.000000,True
@storybook/react-docgen-typescript-plugin,3,7,0.000000,True
@storybook/react-dom-shim,1,0,0.000000,False
@storybook/react-native,0,10,0.000000,True
@storybook/react-native-theming,1,0,0.000000,False
@storybook/react-native-ui,1,0,0.000000,False
@storybook/react-native-ui-common,1,0,0.000000,False
@storybook/react-vite,0,9,0.000000,True
@storybook/react-webpack5,0,3,0.000000,True
@stripe/react-stripe-js,0,1,0.000000,True
@stripe/stripe-react-native,0,0,0.000000,True
@stytch/react,0,0,0.000000,True
@sumsub/websdk-react,0,0,0.000000,True
@suspensive/react,0,0,0.000000,True
@svgr/babel-plugin-transform-react-native-svg,0,0,0.000000,True
@svgr/core,1,0,0.000000,False
@svgr/plugin-jsx,1,0,0.000000,False
@svgr/plugin-svgo,1,0,0.000000,False
@svgr/webpack,2,0,0.000000,False
@swc/helpers,118,0,0.000000,False
@tamagui/normalize-css-color,1,0,0.000000,False
@tamagui/react-native-use-pressable,1,0,0.000000,False
@tamagui/react-native-use-responder-events,1,0,0.000000,False
@tamagui/react-native-web-internals,1,0,0.000000,False
@tamagui/react-native-web-lite,0,7,0.000000,True
@tamagui/web,1,0,0.000000,False
@tanem/react-nprogress,0,2,0.000000,True
@tanem/svg-injector,1,0,0.000000,False
@tanstack/form-core,1,0,0.000000,False
@tanstack/history,2,0,0.000000,False
@tanstack/query-core,1,0,0.000000,False
@tanstack/react-form,0,4,0.000000,True
@tanstack/react-query,0,1,0.000000,True
@tanstack/react-router,3,6,0.000007,True
@tanstack/react-router-devtools,0,2,0.000000,True
@tanstack/react-start,0,8,0.000000,True
@tanstack/react-start-client,1,5,0.000000,True
@tanstack/react-start-server,1,5,0.000000,True
@tanstack/react-store,2,0,0.000000,False
@tanstack/react-table,0,1,0.000000,True
@tanstack/react-virtual,1,1,0.000000,True
@tanstack/router-core,3,0,0.000000,False
@tanstack/router-devtools-core,1,0,0.000000,False
@tanstack/router-utils,1,0,0.000000,False
@tanstack/start-client-core,3,0,0.000000,False
@tanstack/start-plugin-core,1,0,0.000000,False
@tanstack/start-server-core,2,0,0.000000,False
@tanstack/table-core,1,0,0.000000,False
@tanstack/virtual-core,1,0,0.000000,False
@testing-library/dom,1,0,0.000000,False
@testing-library/react,0,1,0.000000,True
@testing-library/react-hooks,0,2,0.000000,True
@testing-library/react-native,0,4,0.000000,True
@tinymce/tinymce-react,2,1,0.000000,True
@tippyjs/react,1,1,0.000000,True
@tiptap/react,0,3,0.000000,True
@tracetail/js,1,0,0.000000,False
@tracetail/react,0,1,0.000000,True
@trpc/react-query,0,0,0.000000,True
@trpc/tanstack-react-query,0,0,0.000000,True
@tsconfig/react-native,0,0,0.000000,True
@tsconfig/vite-react,0,0,0.000000,True
@turf/bbox,1,0,0.000000,False
@turf/helpers,1,0,0.000000,False
@typeform/embed,1,0,0.000000,False
@typeform/embed-react,0,2,0.000000,True
@types/babel__core,2,0,0.000000,False
@types/babel__traverse,1,0,0.000000,False
@types/canvas-confetti,1,0,0.000000,False
@types/d3,1,0,0.000000,False
@types/d3-hierarchy,1,0,0.000000,False
@types/date-arithmetic,1,0,0.000000,False
@types/doctrine,1,0,0.000000,False
@types/geojson,1,0,0.000000,False
@types/google.maps,1,0,0.000000,False
@types/hast,3,0,0.000000,False
@types/history,3,0,0.000000,False
@types/hoist-non-react-statics,4,1,0.000000,True
@types/js-cookie,1,0,0.000000,False
@types/linkifyjs,1,0,0.000000,False
@types/lodash,3,0,0.000000,False
@types/lodash-es,3,0,0.000000,False
@types/mdast,1,0,0.000000,False
@types/mdx,1,0,0.000000,False
@types/mustache,1,0,0.000000,False
@types/node,1,0,0.000000,False
@types/papaparse,1,0,0.000000,False
@types/plotly.js,1,0,0.000000,False
@types/prismjs,1,0,0.000000,False
@types/prop-types,4,0,0.000000,False
@types/quill,1,0,0.000000,False
@types/react,44,1,0.000007,True
@types/react-autosuggest,0,1,0.000000,True
@types/react-beautiful-dnd,0,1,0.000000,True
@types/react-big-calendar,0,3,0.000000,True
@types/react-color,0,1,0.000000,True
@types/react-copy-to-clipboard,0,1,0.000000,True
@types/react-csv,0,1,0.000000,True
@types/react-date-range,0,2,0.000000,True
@types/react-dates,0,2,0.000000,True
@types/react-dom,0,0,0.000000,True
@types/react-google-recaptcha,0,1,0.000000,True
@types/react-grid-layout,0,1,0.000000,True
@types/react-gtm-module,0,0,0.000000,True
@types/react-helmet,0,1,0.000000,True
@types/react-highlight-words,0,1,0.000000,True
@types/react-infinite-scroller,0,1,0.000000,True
@types/react-input-mask,0,1,0.000000,True
@types/react-is,0,1,0.000000,True
@types/react-linkify,0,1,0.000000,True
@types/react-loadable,0,2,0.000000,True
@types/react-lottie,0,1,0.000000,True
@types/react-measure,0,1,0.000000,True
@types/react-mentions,0,1,0.000000,True
@types/react-modal,0,1,0.000000,True
@types/react-native,1,0,0.000000,False
@types/react-native-vector-icons,1,2,0.000007,True
@types/react-native-video,0,2,0.000000,True
@types/react-outside-click-handler,1,0,0.000000,False
@types/react-paginate,0,1,0.000000,True
@types/react-plotly.js,0,2,0.000000,True
@types/react-portal,0,1,0.000000,True
@types/react-reconciler,3,0,0.000000,True
@types/react-redux,0,4,0.000000,True
@types/react-relay,0,2,0.000000,True
@types/react-resizable,0,1,0.000000,True
@types/react-router,2,2,0.000000,True
@types/react-router-config,0,3,0.000000,True
@types/react-router-dom,0,3,0.000000,True
@types/react-scroll,0,1,0.000000,True
@types/react-slick,0,1,0.000000,True
@types/react-slider,0,1,0.000000,True
@types/react-sparklines,0,1,0.000000,True
@types/react-syntax-highlighter,0,1,0.000000,True
@types/react-table,0,1,0.000000,True
@types/react-test-renderer,1,1,0.000000,True
@types/react-transition-group,1,0,0.000000,True
@types/react-virtualized,0,2,0.000000,True
@types/reactcss,1,0,0.000000,False
@types/recurly__recurly-js,1,0,0.000000,False
@types/relay-runtime,1,0,0.000000,False
@types/resolve,1,0,0.000000,False
@types/semver,2,0,0.000000,False
@types/signature_pad,1,0,0.000000,False
@types/sortablejs,1,0,0.000000,False
@types/supercluster,1,0,0.000000,False
@types/swagger-ui-react,0,1,0.000000,True
@types/use-sync-external-store,2,0,0.000000,False
@types/validator,1,0,0.000000,False
@types/vimeo__player,1,0,0.000000,False
@types/webpack,1,0,0.000000,False
@types/webxr,1,0,0.000000,False
@typescript-eslint/eslint-plugin,3,0,0.000000,False
@typescript-eslint/parser,3,0,0.000000,False
@typescript-eslint/scope-manager,2,0,0.000000,False
@typescript-eslint/type-utils,1,0,0.000000,False
@typescript-eslint/types,2,0,0.000000,False
@typescript-eslint/typescript-estree,2,0,0.000000,False
@typescript-eslint/utils,2,0,0.000000,False
@u-wave/react-vimeo,0,4,0.000000,True
@udecode/react-hotkeys,0,0,0.000000,True
@udecode/react-utils,0,3,0.000000,True
@udecode/utils,1,0,0.000000,False
@uiw/codemirror-extensions-basic-setup,1,0,0.000000,False
@uiw/react-codemirror,0,6,0.000000,True
@umijs/renderer-react,0,5,0.000000,True
@unleash/proxy-client-react,0,0,0.000000,True
@uppy/components,1,0,0.000000,False
@uppy/react,0,3,0.000000,True
@use-gesture/core,1,0,0.000000,False
@use-gesture/react,1,1,0.000000,True
@ver0/deep-equal,1,0,0.000000,False
@vimeo/player,1,0,0.000000,False
@virtuoso.dev/react-urx,0,1,0.000000,True
@virtuoso.dev/urx,1,0,0.000000,False
@vis.gl/react-google-maps,0,2,0.000000,True
@visx/axis,1,0,0.000000,False
@visx/grid,1,0,0.000000,False
@visx/react-spring,0,7,0.000000,True
@visx/scale,1,0,0.000000,False
@visx/text,1,0,0.000000,False
@vitejs/plugin-react,1,6,0.000000,True
@vxna/mini-html-webpack-template,1,0,0.000000,False
@wavesurfer/react,0,0,0.000000,True
@wix/design-system-tokens,1,0,0.000000,False
@wix/wix-ui-icons-common,1,0,0.000000,False
@wix/wix-ui-test-utils,1,0,0.000000,False
@wojtekmaj/date-utils,5,0,0.000000,False
@wojtekmaj/enzyme-adapter-react-17,0,6,0.000000,True
@wojtekmaj/enzyme-adapter-utils,1,0,0.000000,False
@xobotyi/scrollbar-width,1,0,0.000000,False
@xstate/react,3,2,0.000004,True
@xyflow/react,0,3,0.000000,True
@xyflow/system,1,0,0.000000,False
@youware/vite-plugin-react,0,4,0.000000,True
@zag-js/core,1,0,0.000000,False
@zag-js/react,0,4,0.000000,True
@zag-js/store,1,0,0.000000,False
@zag-js/types,1,0,0.000000,False
@zag-js/utils,1,0,0.000000,False
@zxing/browser,1,0,0.000000,False
@zxing/library,1,0,0.000000,False
abort-controller,3,0,0.000000,False
abs-svg-path,1,0,0.000000,False
ace-builds,1,0,0.000000,False
acorn,2,0,0.000000,False
acorn-jsx,2,0,0.000000,False
address,1,0,0.000000,False
ag-charts-community,1,0,0.000000,False
ag-charts-react,0,1,0.000000,True
ag-grid-community,1,0,0.000000,False
ag-grid-react,0,2,0.000000,True
agora-rtc-react,0,0,0.000000,True
ahooks,1,0,0.000000,False
ai,3,0,0.000000,False
airbnb-prop-types,2,0,0.000000,False
ajv,1,0,0.000000,False
algoliasearch,1,0,0.000000,False
algoliasearch-helper,1,0,0.000000,False
anser,5,0,0.000000,False
ansi-escapes,1,0,0.000000,False
ansi-regex,3,0,0.000000,False
ansi-styles,1,0,0.000000,False
ansi-to-react,0,2,0.000000,True
arg,1,0,0.000000,False
arktype,1,0,0.000000,False
array-includes,1,0,0.000000,False
array.prototype.findlast,1,0,0.000000,False
array.prototype.flat,2,0,0.000000,False
array.prototype.flatmap,2,0,0.000000,False
array.prototype.tosorted,1,0,0.000000,False
arrify,1,0,0.000000,False
assert,1,0,0.000000,False
assistant-cloud,1,0,0.000000,False
assistant-stream,1,0,0.000000,False
ast-types,2,0,0.000000,False
ast-types-flow,1,0,0.000000,False
astray,1,0,0.000000,False
auto-bind,1,0,0.000000,False
axios,2,0,0.000000,False
babel-dead-code-elimination,1,0,0.000000,False
babel-helper-builder-react-jsx,1,3,0.000000,True
babel-jest,5,0,0.000000,False
babel-loader,1,0,0.000000,False
babel-plugin-macros,1,0,0.000000,False
babel-plugin-named-asset-import,1,0,0.000000,False
babel-plugin-react-compiler,0,1,0.000000,True
babel-plugin-react-docgen,0,3,0.000000,True
babel-plugin-react-native-web,0,0,0.000000,True
babel-plugin-react-remove-properties,0,0,0.000000,True
babel-plugin-react-svg,0,0,0.000000,True
babel-plugin-source-map-support,1,0,0.000000,False
babel-plugin-syntax-hermes-parser,5,0,0.000000,False
babel-plugin-syntax-jsx,2,0,0.000000,False
babel-plugin-transform-flow-enums,1,0,0.000000,False
babel-plugin-transform-react-display-name,1,0,0.000000,False
babel-plugin-transform-react-jsx,1,3,0.000000,True
babel-plugin-transform-react-jsx-self,1,0,0.000000,False
babel-plugin-transform-react-jsx-source,1,0,0.000000,False
babel-plugin-transform-react-remove-prop-types,1,0,0.000000,True
babel-preset-flow,1,0,0.000000,False
babel-preset-react,0,6,0.000000,True
babel-preset-react-app,2,17,0.000000,True
babel-runtime,4,0,0.000000,False
babel-types,1,0,0.000000,False
base-64,2,0,0.000000,False
base64-js,7,0,0.000000,False
better-scroll,1,0,0.000000,False
bfj,1,0,0.000000,False
bippy,1,1,0.000000,True
body-scroll-lock,1,0,0.000000,False
broadcast-channel,1,0,0.000000,False
browserify-cipher,1,0,0.000000,False
browserify-sign,1,0,0.000000,False
browserslist,3,0,0.000000,False
browserslist-config-single-spa,1,0,0.000000,False
buble,1,0,0.000000,False
buffer,1,0,0.000000,False
camelcase,1,0,0.000000,False
camelize,1,0,0.000000,False
camera-controls,1,0,0.000000,False
caniuse-lite,1,0,0.000000,False
canvas-confetti,1,0,0.000000,False
canvaskit-wasm,1,0,0.000000,False
case-sensitive-paths-webpack-plugin,1,0,0.000000,False
ce-la-react,0,0,0.000000,True
chakra-react-select,0,1,0.000000,True
chalk,9,0,0.000000,False
chart.js,2,0,0.000000,False
cheerio,1,0,0.000000,False
chokidar,2,0,0.000000,False
chroma-js,1,0,0.000000,False
chrome-launcher,1,0,0.000000,False
chromium-edge-launcher,1,0,0.000000,False
classcat,1,0,0.000000,False
classnames,71,0,0.000000,False
clean-webpack-plugin,1,0,0.000000,False
cli-boxes,1,0,0.000000,False
cli-cursor,1,0,0.000000,False
cli-truncate,1,0,0.000000,False
client-only,1,0,0.000000,False
clipboard-copy,1,0,0.000000,False
clone,1,0,0.000000,False
cloudflare-video-element,1,0,0.000000,False
clsx,23,0,0.000000,False
cnbuilder,1,0,0.000000,False
code-excerpt,1,0,0.000000,False
codemirror,1,0,0.000000,False
color,8,0,0.000000,False
color2k,1,0,0.000000,False
colord,1,0,0.000000,False
combokeys,1,0,0.000000,False
command-exists,1,0,0.000000,False
commander,6,0,0.000000,False
comment-json,1,0,0.000000,False
common-dir,1,0,0.000000,False
compare-versions,3,0,0.000000,False
compression,1,0,0.000000,False
compressorjs,1,0,0.000000,False
confusing-browser-globals,1,0,0.000000,False
connect,1,0,0.000000,False
connected-react-router,0,4,0.000000,True
consolidated-events,2,0,0.000000,False
container-query-toolkit,1,0,0.000000,False
convert-source-map,1,0,0.000000,False
cookie,2,0,0.000000,False
copy-to-clipboard,3,0,0.000000,False
copy-webpack-plugin,1,0,0.000000,False
core-js,3,0,0.000000,False
core-js-pure,1,0,0.000000,False
cosmiconfig,1,0,0.000000,False
country-flag-icons,1,0,0.000000,False
countup.js,1,0,0.000000,False
create-ecdh,1,0,0.000000,False
create-hash,1,0,0.000000,False
create-hmac,1,0,0.000000,False
create-react-app,0,11,0.000000,True
create-react-class,0,2,0.000000,True
create-react-context,0,2,0.000000,True
cropperjs,1,0,0.000000,False
cross-env,1,0,0.000000,False
cross-spawn,5,0,0.000000,False
crypto-js,1,0,0.000000,False
css-color-keywords,1,0,0.000000,False
css-element-queries,1,0,0.000000,False
css-jss,1,0,0.000000,False
css-loader,1,0,0.000000,False
css-minimizer-webpack-plugin,1,0,0.000000,False
css-select,1,0,0.000000,False
css-to-react-native,0,3,0.000000,True
css-tree,1,0,0.000000,False
csstype,4,0,0.000000,False
d3,1,0,0.000000,False
d3-array,2,0,0.000000,False
d3-axis,1,0,0.000000,False
d3-collection,1,0,0.000000,False
d3-color,1,0,0.000000,False
d3-contour,1,0,0.000000,False
d3-ease,1,0,0.000000,False
d3-format,2,0,0.000000,False
d3-geo,2,0,0.000000,False
d3-hexbin,1,0,0.000000,False
d3-hierarchy,2,0,0.000000,False
d3-interpolate,1,0,0.000000,False
d3-sankey,1,0,0.000000,False
d3-scale,2,0,0.000000,False
d3-selection,3,0,0.000000,False
d3-shape,3,0,0.000000,False
d3-transition,1,0,0.000000,False
d3-voronoi,1,0,0.000000,False
d3-zoom,2,0,0.000000,False
dash-video-element,1,0,0.000000,False
date-fns,6,0,0.000000,False
date-fns-jalali,1,0,0.000000,False
date-fns-tz,1,0,0.000000,False
dayjs,5,0,0.000000,False
debounce,2,0,0.000000,False
debug,6,0,0.000000,False
decimal.js-light,1,0,0.000000,False
decode-formdata,1,0,0.000000,False
dedent,3,0,0.000000,False
deep-equal,3,0,0.000000,False
deepmerge,9,0,0.000000,False
deepmerge-ts,1,0,0.000000,False
del,1,0,0.000000,False
deprecated-react-native-prop-types,1,3,0.000000,True
dequal,3,0,0.000000,False
detect-gpu,1,0,0.000000,False
detect-port-alt,1,0,0.000000,False
devalue,1,0,0.000000,False
devextreme-react,0,1,0.000000,True
devlop,1,0,0.000000,False
dexie-react-hooks,0,0,0.000000,True
diff-match-patch,1,0,0.000000,False
difference,1,0,0.000000,False
diffie-hellman,1,0,0.000000,False
direction,1,0,0.000000,False
dlv,1,0,0.000000,False
dnd-core,2,0,0.000000,False
dnd-multi-backend,1,0,0.000000,False
doctrine,3,0,0.000000,False
dom-align,1,0,0.000000,False
dom-css,2,0,0.000000,False
dom-helpers,3,0,0.000000,False
domhandler,3,0,0.000000,False
dotenv,1,0,0.000000,False
dotenv-expand,1,0,0.000000,False
downshift,1,0,0.000000,False
draft-convert,1,0,0.000000,False
draft-js,1,0,0.000000,False
draft-js-export-html,1,0,0.000000,False
dset,1,0,0.000000,False
echarts-for-react,0,2,0.000000,True
effector-react,0,1,0.000000,True
electron,1,0,0.000000,False
element-resize-detector,2,0,0.000000,False
emoji-picker-react,0,1,0.000000,True
emoji-regex,1,0,0.000000,False
empathic,1,0,0.000000,False
endent,1,0,0.000000,False
envinfo,2,0,0.000000,False
enzyme,0,22,0.000000,True
enzyme-adapter-react-16,0,9,0.000000,True
enzyme-adapter-utils,1,7,0.000000,True
enzyme-shallow-equal,4,0,0.000000,False
error-stack-parser,2,0,0.000000,False
es-iterator-helpers,1,0,0.000000,False
es-module-lexer,1,0,0.000000,False
es-toolkit,4,0,0.000000,False
es6-object-assign,1,0,0.000000,False
es6-promise,2,0,0.000000,False
esbuild,1,0,0.000000,False
escape-carriage,1,0,0.000000,False
escape-string-regexp,5,0,0.000000,False
escodegen,1,0,0.000000,False
eslint,1,0,0.000000,False
eslint-config-prettier,2,0,0.000000,False
eslint-config-react-app,1,14,0.000000,True
eslint-plugin-eslint-comments,2,0,0.000000,False
eslint-plugin-flowtype,1,0,0.000000,False
eslint-plugin-ft-flow,2,0,0.000000,False
eslint-plugin-import,1,0,0.000000,False
eslint-plugin-jest,3,0,0.000000,False
eslint-plugin-jsx-a11y,1,0,0.000000,False
eslint-plugin-prettier,1,0,0.000000,False
eslint-plugin-react,3,18,0.000000,True
eslint-plugin-react-compiler,0,6,0.000000,True
eslint-plugin-react-dom,0,11,0.000000,True
eslint-plugin-react-hooks,3,5,0.000000,True
eslint-plugin-react-hooks-extra,0,11,0.000000,True
eslint-plugin-react-native,2,1,0.000000,True
eslint-plugin-react-native-a11y,0,3,0.000000,True
eslint-plugin-react-native-globals,1,0,0.000000,True
eslint-plugin-react-perf,0,0,0.000000,True
eslint-plugin-testing-library,1,0,0.000000,False
eslint-webpack-plugin,1,0,0.000000,False
estraverse,1,0,0.000000,False
estree-walker,2,0,0.000000,False
esutils,1,0,0.000000,False
event-target-shim,3,0,0.000000,False
eventemitter3,3,0,0.000000,False
events,1,0,0.000000,False
execa,3,0,0.000000,False
exit-hook,1,0,0.000000,False
express,2,0,0.000000,False
fast-deep-equal,15,0,0.000000,False
fast-equals,2,0,0.000000,False
fast-formula-parser,1,0,0.000000,False
fast-glob,1,0,0.000000,False
fast-levenshtein,1,0,0.000000,False
fast-shallow-equal,1,0,0.000000,False
fastest-levenshtein,1,0,0.000000,False
fb-dotslash,1,0,0.000000,False
fbjs,2,0,0.000000,False
fdir,1,0,0.000000,False
fela-bindings,1,0,0.000000,False
fela-dom,1,0,0.000000,False
file-loader,2,0,0.000000,False
file-saver,1,0,0.000000,False
filesize,1,0,0.000000,False
find-cache-dir,2,0,0.000000,False
find-up,3,0,0.000000,False
findup,1,0,0.000000,False
fix-webm-duration,1,0,0.000000,False
flairup,1,0,0.000000,False
flat-cache,2,0,0.000000,False
flatpickr,2,0,0.000000,False
flip-toolkit,1,0,0.000000,False
flmngr,1,0,0.000000,False
flow-enums-runtime,3,0,0.000000,False
flow-parser,1,0,0.000000,False
flowbite-react,0,14,0.000000,True
flux,1,0,0.000000,False
focus-trap,2,0,0.000000,False
focus-trap-react,0,2,0.000000,True
focus-visible,1,0,0.000000,False
fontkit,1,0,0.000000,False
fork-ts-checker-webpack-plugin,1,0,0.000000,False
framer-motion,3,0,0.000000,False
framesync,1,0,0.000000,False
fs-extra,4,0,0.000000,False
fsevents,2,0,0.000000,False
function.name-polyfill,1,0,0.000000,False
function.prototype.name,2,0,0.000000,False
fuse.js,2,0,0.000000,False
gatsby-react-router-scroll,0,2,0.000000,True
get-node-dimensions,1,0,0.000000,False
get-port,1,0,0.000000,False
get-user-locale,5,0,0.000000,False
get-value,1,0,0.000000,False
github-slugger,1,0,0.000000,False
glob,6,0,0.000000,False
global,3,0,0.000000,False
global-cache,1,0,0.000000,False
global-modules,1,0,0.000000,False
globby,1,0,0.000000,False
glogg,1,0,0.000000,False
glsl-noise,1,0,0.000000,False
goober,1,0,0.000000,False
google-map-react,0,4,0.000000,True
graceful-fs,1,0,0.000000,False
gradient-parser,1,0,0.000000,False
